PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,REB,AST,STL,BLK,FG_PCT,FG3_PCT,FT_PCT,EFG_PCT,TS_PCT,USG_PCT,NET_RATING,OFF_RATING,DEF_RATING,PIE,PLAYER_HEIGHT,PLAYER_WEIGHT,AGE,SALARY,SALARY_M
1629029,Luka Dončić,LAL,42,35.5,32.8,7.8,8.6,1.5,0.5,0.473,0.345,0.781,0.5522727272727272,0.6120316465144051,0.366,0.9,118.3,117.4,0.185,6-8,230.0,26.0,54126450.0,54.13
1628983,Shai Gilgeous-Alexander,OKC,49,33.3,31.8,4.4,6.4,1.3,0.8,0.554,0.39,0.892,0.5989847715736041,0.6695300656897424,0.322,15.5,121.6,106.0,0.209,6-6,195.0,27.0,38333050.0,38.33
1630162,Anthony Edwards,MIN,45,35.5,29.6,5.2,3.8,1.3,0.8,0.492,0.397,0.795,0.5748792270531401,0.6166666666666667,0.307,3.6,118.3,114.7,0.15,6-4,225.0,24.0,45550512.0,45.55
1627759,Jaylen Brown,BOS,48,34.3,29.4,6.9,4.7,1.0,0.4,0.484,0.352,0.772,0.5287610619469026,0.572429906542056,0.361,4.0,119.0,115.0,0.152,6-6,223.0,29.0,53142264.0,53.14
1628378,Donovan Mitchell,CLE,50,33.8,29.0,4.5,5.9,1.5,0.3,0.485,0.377,0.85,0.5745192307692307,0.6186006825938566,0.315,7.8,118.4,110.5,0.157,6-2,215.0,29.0,46394100.0,46.39
203999,Nikola Jokić,DEN,38,34.3,28.8,12.2,10.7,1.4,0.8,0.593,0.42,0.846,0.6491228070175438,0.7028504490433425,0.291,11.7,127.3,115.6,0.227,6-11,284.0,30.0,55224526.0,55.22
1630178,Tyrese Maxey,PHI,51,38.7,28.8,4.2,6.8,2.0,0.8,0.47,0.379,0.891,0.5488372093023255,0.5976095617529881,0.282,2.5,115.9,113.3,0.155,6-2,200.0,25.0,37958760.0,37.96
203507,Giannis Antetokounmpo,MIL,30,29.2,28.0,10.0,5.6,0.9,0.7,0.645,0.395,0.658,0.6635802469135803,0.6810663553220472,0.349,6.1,120.8,114.7,0.218,6-11,243.0,31.0,54126450.0,54.13
202695,Kawhi Leonard,LAC,40,32.8,27.9,6.3,3.7,2.1,0.5,0.492,0.387,0.913,0.5609137055837563,0.6207725169099324,0.327,4.5,118.0,113.5,0.183,6-6,225.0,34.0,50000000.0,50.0
1628973,Jalen Brunson,NYK,49,34.7,27.4,3.3,6.1,0.7,0.1,0.47,0.372,0.847,0.5408653846153846,0.5855701829372542,0.305,6.6,121.9,115.3,0.137,6-2,190.0,29.0,34944001.0,34.94
201939,Stephen Curry,GSW,39,31.3,27.2,3.5,4.8,1.1,0.4,0.468,0.391,0.931,0.5837696335078534,0.6358705816345613,0.311,2.3,118.0,115.8,0.145,6-2,185.0,37.0,59606817.0,59.61
1628374,Lauri Markkanen,UTA,40,34.7,26.9,7.0,2.1,1.0,0.5,0.478,0.365,0.891,0.5520833333333334,0.6109193313953488,0.266,-1.6,113.9,115.5,0.138,7-1,240.0,28.0,46394100.0,46.39
203954,Joel Embiid,PHI,31,31.3,26.6,7.5,3.9,0.6,1.1,0.494,0.32,0.858,0.5302197802197802,0.6049854439592431,0.337,6.1,119.2,113.1,0.163,7-0,280.0,31.0,55224526.0,55.22
201142,Kevin Durant,HOU,49,36.7,25.9,5.3,4.4,0.9,0.9,0.506,0.405,0.881,0.5726256983240224,0.6277874733372115,0.262,5.9,117.5,111.5,0.146,6-11,240.0,37.0,54708609.0,54.71
1627750,Jamal Murray,DEN,49,35.7,25.8,4.3,7.6,1.0,0.4,0.486,0.428,0.883,0.5691489361702127,0.6155754915060127,0.276,5.3,124.3,118.9,0.149,6-4,215.0,28.0,46394100.0,46.39
1630559,Austin Reaves,LAL,27,33.7,25.7,5.1,6.0,1.0,0.2,0.508,0.363,0.871,0.5923566878980893,0.6640140553947912,0.281,2.7,117.0,114.2,0.154,6-5,197.0,27.0,13937574.0,13.94
1630166,Deni Avdija,POR,45,34.4,25.5,7.2,6.7,0.8,0.6,0.467,0.354,0.8,0.5359281437125748,0.610632183908046,0.283,0.2,116.9,116.7,0.151,6-8,228.0,25.0,14375000.0,14.38
201935,James Harden,CLE,46,35.4,25.3,4.9,8.1,1.3,0.4,0.421,0.351,0.904,0.5086206896551725,0.6008930267908037,0.298,0.4,118.8,118.4,0.148,6-5,220.0,36.0,39446090.0,39.45
1630595,Cade Cunningham,DET,46,35.0,25.3,5.6,9.6,1.4,0.8,0.459,0.321,0.81,0.5025906735751295,0.564127720299679,0.299,10.5,118.4,107.9,0.16,6-6,220.0,24.0,46394100.0,46.39
1626164,Devin Booker,PHX,43,33.9,25.2,4.0,6.3,0.9,0.3,0.455,0.311,0.863,0.5027472527472527,0.580110497237569,0.298,4.6,115.8,111.2,0.138,6-5,206.0,29.0,53142264.0,53.14
1629008,Michael Porter Jr.,BKN,41,33.0,25.0,7.2,3.2,1.0,0.2,0.474,0.385,0.853,0.5725806451612903,0.609994144056217,0.293,-3.7,114.7,118.4,0.147,6-10,218.0,27.0,38333050.0,38.33
1641705,Victor Wembanyama,SAS,38,29.0,23.9,11.1,2.7,0.9,2.7,0.507,0.36,0.81,0.5617283950617284,0.6184019871662182,0.314,11.9,117.1,105.2,0.198,7-4,235.0,22.0,13376880.0,13.38
1641718,Keyonte George,UTA,48,33.9,23.8,3.9,6.5,1.1,0.3,0.458,0.375,0.894,0.5368098159509203,0.6126441515650741,0.271,-8.8,115.3,124.2,0.121,6-4,185.0,22.0,4278960.0,4.28
1627783,Pascal Siakam,IND,51,33.8,23.7,6.7,3.9,1.1,0.5,0.48,0.369,0.68,0.5268817204301075,0.5579096045197739,0.285,-4.8,110.7,115.5,0.131,6-8,245.0,31.0,45550512.0,45.55
1630552,Jalen Johnson,ATL,49,35.7,23.4,10.6,8.2,1.3,0.5,0.502,0.355,0.777,0.5520231213872832,0.5919854280510018,0.264,0.4,114.6,114.3,0.163,6-8,219.0,24.0,30000000.0,30.0
1626181,Norman Powell,MIA,45,30.6,23.0,3.6,2.6,1.2,0.2,0.474,0.396,0.843,0.5648148148148149,0.6161594513501929,0.262,2.6,115.0,112.4,0.118,6-3,215.0,32.0,20482758.0,20.48
1630530,Trey Murphy III,NOP,51,35.8,22.2,5.7,3.8,1.5,0.3,0.477,0.38,0.89,0.5797546012269938,0.6191432396251673,0.224,-4.9,112.8,117.7,0.124,6-8,206.0,25.0,25000000.0,25.0
1627742,Brandon Ingram,TOR,52,34.0,22.0,5.8,3.7,0.8,0.8,0.472,0.364,0.835,0.5260115606936415,0.5692403229145104,0.268,1.7,114.6,112.9,0.123,6-8,190.0,28.0,38095238.0,38.1
203944,Julius Randle,MIN,55,33.6,22.0,7.0,5.5,1.1,0.3,0.489,0.322,0.82,0.5348101265822784,0.5936960276338514,0.256,4.9,119.5,114.7,0.135,6-9,250.0,31.0,30864198.0,30.86
1630532,Franz Wagner,ORL,27,32.2,21.9,6.0,3.6,1.0,0.3,0.485,0.373,0.826,0.5352564102564102,0.5945916594265855,0.253,2.2,114.0,111.8,0.139,6-10,220.0,24.0,38661750.0,38.66
1629639,Tyler Herro,MIA,11,31.7,21.9,4.7,2.7,1.0,0.5,0.497,0.358,0.902,0.5636363636363636,0.6040379523389232,0.247,-4.5,106.4,110.9,0.13,6-5,195.0,26.0,31000000.0,31.0
2544,LeBron James,LAL,35,33.3,21.8,5.7,6.9,1.1,0.6,0.502,0.306,0.742,0.5432098765432098,0.5853920515574652,0.273,-1.7,113.7,115.4,0.147,6-9,250.0,41.0,52627153.0,52.63
1629627,Zion Williamson,NOP,39,29.6,21.5,6.2,3.5,1.0,0.6,0.582,0.0,0.712,0.5808823529411765,0.6279205607476636,0.262,-4.7,112.2,116.8,0.142,6-6,284.0,25.0,39446090.0,39.45
1631094,Paolo Banchero,ORL,42,34.3,21.4,8.5,4.9,0.7,0.6,0.457,0.301,0.765,0.4903846153846153,0.5609142377856993,0.267,-2.4,113.0,115.4,0.137,6-10,250.0,23.0,15334769.0,15.33
1631101,Shaedon Sharpe,POR,48,30.0,21.4,4.4,2.6,1.4,0.1,0.456,0.34,0.784,0.5142045454545454,0.552685950413223,0.293,-1.6,112.2,113.8,0.11,6-5,210.0,22.0,8399983.0,8.4
1628415,Dillon Brooks,PHX,48,31.2,21.2,3.6,1.8,1.0,0.2,0.44,0.345,0.858,0.5113636363636364,0.5500207555002075,0.28,0.3,114.6,114.3,0.091,6-7,225.0,30.0,22124110.0,22.12
1630578,Alperen Sengun,HOU,45,34.0,20.8,9.4,6.3,1.4,1.0,0.499,0.302,0.694,0.5185185185185186,0.5533092147265376,0.264,4.6,117.6,113.0,0.145,6-11,243.0,23.0,33944954.0,33.94
1641706,Brandon Miller,CHA,37,30.3,20.4,4.6,3.3,1.1,0.9,0.426,0.366,0.887,0.5121212121212121,0.561303103675985,0.281,5.8,117.7,111.9,0.108,6-7,200.0,23.0,11968800.0,11.97
203076,Anthony Davis,WAS,20,31.3,20.4,11.1,2.8,1.1,1.7,0.506,0.27,0.728,0.5239520958083833,0.5512321660181583,0.272,-4.6,110.0,114.6,0.151,6-10,253.0,32.0,54126450.0,54.13
1642843,Cooper Flagg,DAL,49,34.1,20.4,6.6,4.1,1.2,0.8,0.482,0.302,0.804,0.5186335403726707,0.5614266842800527,0.247,-4.5,109.4,113.9,0.124,6-9,205.0,19.0,14386320.0,14.39
1629638,Nickeil Alexander-Walker,ATL,53,33.1,20.3,3.6,3.7,1.2,0.6,0.437,0.376,0.882,0.5348101265822786,0.5809294871794871,0.238,-1.5,113.3,114.8,0.098,6-5,205.0,27.0,15161800.0,15.16
202710,Jimmy Butler III,GSW,38,31.1,20.0,5.6,4.9,1.4,0.2,0.519,0.376,0.864,0.5491803278688525,0.6433350488934638,0.226,7.3,116.6,109.2,0.155,6-6,230.0,36.0,54126450.0,54.13
1629660,Ty Jerome,MEM,5,20.1,19.8,2.4,5.8,1.2,0.2,0.567,0.393,0.833,0.6583333333333333,0.701530612244898,0.324,6.7,128.8,122.1,0.197,6-5,195.0,28.0,8781000.0,8.78
1626157,Karl-Anthony Towns,NYK,50,31.4,19.8,11.9,2.9,0.9,0.6,0.464,0.348,0.852,0.5214285714285715,0.593382881802925,0.251,7.1,118.7,111.6,0.144,7-0,248.0,30.0,54126450.0,54.13
1629630,Ja Morant,MEM,20,28.4,19.5,3.3,8.1,1.0,0.3,0.41,0.235,0.897,0.4409937888198757,0.5215019255455712,0.305,-4.4,109.5,113.9,0.128,6-2,174.0,26.0,39446090.0,39.45
1628368,De'Aaron Fox,SAS,43,32.4,19.5,4.0,6.2,1.2,0.3,0.479,0.349,0.79,0.5496688741721855,0.5813260195564036,0.244,5.1,116.4,111.4,0.117,6-3,185.0,28.0,37096620.0,37.1
1630567,Scottie Barnes,TOR,53,34.5,19.4,8.4,5.6,1.3,1.6,0.506,0.306,0.814,0.5366666666666666,0.5772435134491788,0.232,3.8,113.4,109.6,0.142,6-8,237.0,24.0,38661750.0,38.66
1630217,Desmond Bane,ORL,52,33.9,19.4,4.2,4.2,0.9,0.5,0.468,0.357,0.93,0.5266666666666667,0.581813819577735,0.226,1.1,113.4,112.3,0.102,6-6,215.0,27.0,36725670.0,36.73
1628991,Jaren Jackson Jr.,UTA,47,30.5,19.3,5.7,2.0,1.1,1.4,0.473,0.358,0.801,0.5333333333333333,0.5727682811016145,0.251,-2.9,108.4,111.3,0.106,6-10,242.0,26.0,35000000.0,35.0
1629027,Trae Young,WAS,10,28.0,19.3,1.5,8.9,1.0,0.1,0.415,0.305,0.863,0.4814814814814814,0.5774293920536142,0.268,-6.8,119.4,126.2,0.118,6-2,164.0,27.0,46394100.0,46.39
1630163,LaMelo Ball,CHA,44,27.6,19.2,4.8,7.4,1.1,0.2,0.402,0.362,0.884,0.5059523809523809,0.536312849162011,0.308,6.5,121.6,115.1,0.129,6-7,180.0,24.0,37958760.0,37.96
203897,Zach LaVine,SAC,39,31.4,19.2,2.8,2.3,0.7,0.3,0.479,0.39,0.88,0.5678571428571428,0.6160164271047228,0.234,-12.6,109.3,121.9,0.096,6-5,200.0,30.0,47499660.0,47.5
203924,Jerami Grant,POR,38,29.0,19.0,3.5,2.4,0.7,0.6,0.441,0.38,0.828,0.5305343511450381,0.6018753167764825,0.238,-1.3,116.0,117.3,0.098,6-7,213.0,31.0,32000000.0,32.0
1642851,Kon Knueppel,CHA,53,32.2,18.9,5.5,3.5,0.7,0.2,0.485,0.428,0.899,0.6119402985074626,0.6458447238928375,0.215,2.1,116.5,114.3,0.117,6-6,215.0,20.0,10015680.0,10.02
203468,CJ McCollum,ATL,50,30.1,18.8,3.4,3.5,0.8,0.4,0.457,0.388,0.774,0.5460526315789475,0.570526826899733,0.244,-5.7,112.1,117.8,0.1,6-3,190.0,34.0,30666666.0,30.67
201942,DeMar DeRozan,SAC,55,32.4,18.7,3.2,3.8,1.2,0.3,0.497,0.342,0.861,0.5225563909774436,0.5947837150127226,0.215,-12.0,109.6,121.6,0.111,6-6,220.0,36.0,24570000.0,24.57
1629632,Coby White,CHA,29,29.1,18.6,3.7,4.7,0.7,0.1,0.438,0.346,0.805,0.5257352941176471,0.5837308561385891,0.267,-0.3,115.5,115.8,0.097,6-4,210.0,25.0,12888889.0,12.89
1629628,RJ Barrett,TOR,30,29.5,18.6,5.3,3.6,0.8,0.3,0.479,0.34,0.695,0.5422535211267606,0.5716744529136956,0.254,4.0,117.2,113.2,0.112,6-6,214.0,25.0,27705357.0,27.71
1630581,Josh Giddey,CHI,34,32.1,18.6,8.6,8.8,0.9,0.3,0.462,0.366,0.775,0.5253623188405797,0.578070611636002,0.25,-2.5,112.9,115.4,0.151,6-7,214.0,23.0,25000000.0,25.0
1628389,Bam Adebayo,MIA,47,31.3,18.3,9.8,2.8,1.0,0.6,0.446,0.342,0.783,0.5,0.5504090471607316,0.236,5.2,114.8,109.6,0.132,6-9,255.0,28.0,37096620.0,37.1
1628970,Miles Bridges,CHA,53,32.2,18.2,6.1,3.5,0.5,0.5,0.449,0.327,0.845,0.5206896551724138,0.5657796568017905,0.228,-0.4,116.6,116.9,0.113,6-7,225.0,27.0,25000000.0,25.0
1629636,Darius Garland,LAC,26,30.5,18.0,2.4,6.9,0.8,0.1,0.451,0.36,0.861,0.5275862068965518,0.5689001264222503,0.25,-3.0,114.7,117.7,0.103,6-1,192.0,26.0,39446090.0,39.45
1630596,Evan Mobley,CLE,42,33.4,17.9,8.8,4.0,0.9,2.0,0.512,0.304,0.635,0.5518518518518518,0.5765266683844369,0.216,5.5,116.2,110.7,0.127,6-11,215.0,24.0,46394100.0,46.39
203932,Aaron Gordon,DEN,23,27.9,17.7,6.2,2.5,0.7,0.2,0.509,0.4,0.789,0.5798319327731093,0.6335910652920962,0.228,14.0,122.9,108.9,0.138,6-8,235.0,30.0,22841455.0,22.84
1641708,Amen Thompson,HOU,51,37.2,17.7,7.6,5.4,1.4,0.6,0.504,0.207,0.783,0.5185185185185185,0.5668716372021522,0.198,7.6,117.1,109.4,0.123,6-7,200.0,23.0,9690600.0,9.69
1631105,Jalen Duren,DET,44,27.7,17.7,10.4,1.8,0.9,0.8,0.631,0.0,0.737,0.6330275229357798,0.6688331318016929,0.221,11.0,119.1,108.1,0.168,6-10,250.0,22.0,6483144.0,6.48
1631096,Chet Holmgren,OKC,47,29.4,17.6,8.7,1.6,0.5,2.0,0.564,0.359,0.774,0.6196581196581197,0.6537890044576524,0.217,14.3,117.6,103.3,0.15,7-1,208.0,23.0,13731368.0,13.73
1629645,Kevin Porter Jr.,MIL,26,33.6,17.5,5.1,7.5,2.2,0.4,0.453,0.325,0.865,0.511029411764706,0.5648076426542732,0.239,-3.6,112.5,116.1,0.128,6-5,203.0,25.0,5134000.0,5.13
1629614,Andrew Nembhard,IND,43,32.1,17.4,3.0,7.5,0.9,0.2,0.441,0.364,0.816,0.5108695652173912,0.5591259640102827,0.235,-9.7,108.7,118.4,0.111,6-4,191.0,26.0,18102000.0,18.1
1628401,Derrick White,BOS,51,34.3,17.4,4.4,5.5,1.2,1.4,0.39,0.324,0.9,0.4837662337662338,0.5244755244755244,0.228,10.7,119.5,108.8,0.111,6-4,190.0,31.0,28100001.0,28.1
1631097,Bennedict Mathurin,LAC,29,31.6,17.4,5.4,2.3,0.7,0.1,0.429,0.367,0.884,0.5078125,0.5783036426482318,0.229,-9.8,107.7,117.5,0.096,6-5,210.0,23.0,9187573.0,9.19
1642259,Alex Sarr,WAS,41,28.2,17.2,7.8,2.8,0.8,2.0,0.496,0.336,0.691,0.5357142857142857,0.5565622573129692,0.25,-11.6,108.8,120.4,0.126,7-0,205.0,20.0,11808240.0,11.81
204001,Kristaps Porziņģis,GSW,17,24.3,17.1,5.1,2.7,0.5,1.3,0.457,0.36,0.84,0.5241935483870968,0.589167585446527,0.259,5.8,117.2,111.3,0.126,7-2,240.0,30.0,30731707.0,30.73
1630202,Payton Pritchard,BOS,52,32.7,17.1,4.2,5.3,0.8,0.1,0.459,0.356,0.863,0.55,0.5745967741935484,0.206,5.1,119.4,114.3,0.121,6-1,195.0,28.0,7232143.0,7.23
1642264,Stephon Castle,SAS,42,30.8,17.1,5.2,7.0,1.4,0.3,0.467,0.289,0.722,0.508,0.5647291941875826,0.251,6.5,114.1,107.6,0.113,6-6,215.0,21.0,9560520.0,9.56
1631114,Jalen Williams,OKC,25,29.4,17.1,4.7,5.4,1.3,0.4,0.465,0.29,0.835,0.4929078014184397,0.5405918057663127,0.252,7.7,115.2,107.4,0.129,6-5,211.0,24.0,6580997.0,6.58
1628960,Grayson Allen,PHX,35,30.3,17.0,3.0,4.0,1.4,0.3,0.418,0.369,0.842,0.5370370370370371,0.5752571737953438,0.223,2.3,115.6,113.3,0.103,6-3,198.0,30.0,16875000.0,16.88
1630193,Immanuel Quickley,TOR,51,32.4,17.0,4.4,6.1,1.3,0.1,0.445,0.378,0.805,0.5413533834586466,0.5796508456082924,0.209,3.6,114.6,111.0,0.12,6-2,190.0,26.0,32500000.0,32.5
1631157,Ryan Rollins,MIL,51,32.0,16.9,4.6,5.5,1.5,0.4,0.463,0.407,0.757,0.55,0.5678763440860214,0.233,-1.0,114.2,115.2,0.108,6-3,180.0,23.0,4000000.0,4.0
1630180,Saddiq Bey,NOP,48,30.4,16.6,5.8,2.4,0.9,0.0,0.45,0.345,0.842,0.5236220472440946,0.5739972337482712,0.204,-3.9,113.5,117.4,0.114,6-8,215.0,26.0,6118644.0,6.12
202696,Nikola Vučević,BOS,50,30.6,16.6,9.0,3.7,0.7,0.6,0.502,0.369,0.833,0.5625,0.5802572706935123,0.215,-4.6,112.9,117.5,0.127,6-9,265.0,35.0,21481481.0,21.48
1628384,OG Anunoby,NYK,41,33.0,16.6,5.5,2.4,1.7,0.7,0.479,0.37,0.8,0.5614754098360656,0.6040756914119361,0.198,8.2,118.8,110.5,0.098,6-7,240.0,28.0,39568966.0,39.57
1630168,Onyeka Okongwu,ATL,49,32.0,16.2,7.8,3.3,1.2,1.0,0.483,0.375,0.77,0.56,0.5898630935042237,0.197,-4.7,109.8,114.5,0.103,6-10,240.0,25.0,15000000.0,15.0
1641710,Anthony Black,ORL,52,31.2,16.1,4.1,4.0,1.4,0.7,0.46,0.341,0.755,0.5277777777777778,0.5640414798206278,0.22,0.0,113.9,113.9,0.096,6-7,200.0,22.0,7970280.0,7.97
202331,Paul George,PHI,27,30.5,16.0,5.1,3.7,1.5,0.5,0.424,0.382,0.855,0.5190839694656488,0.5581914596706671,0.218,5.7,115.8,110.1,0.111,6-8,220.0,35.0,51666090.0,51.67
203952,Andrew Wiggins,MIA,50,31.3,15.9,5.0,2.8,1.2,1.0,0.471,0.395,0.767,0.5461538461538461,0.5673708250071368,0.199,-0.4,112.5,112.9,0.092,6-6,197.0,30.0,28223214.0,28.22
1628969,Mikal Bridges,NYK,54,34.6,15.8,4.2,4.0,1.4,0.8,0.502,0.389,0.821,0.5873015873015873,0.6017672151127361,0.17,5.9,118.0,112.2,0.107,6-6,209.0,29.0,24900000.0,24.9
1627734,Domantas Sabonis,SAC,19,29.7,15.8,11.4,4.1,0.9,0.2,0.543,0.185,0.727,0.5560344827586208,0.5893763055804238,0.223,-13.9,110.0,123.9,0.131,6-10,240.0,29.0,43636000.0,43.64
201566,Russell Westbrook,SAC,52,29.3,15.3,5.7,6.6,1.3,0.2,0.43,0.345,0.697,0.5152671755725191,0.5337705833100754,0.251,-11.8,109.8,121.7,0.106,6-4,200.0,37.0,2296274.0,2.3
1631095,Jabari Smith Jr.,HOU,51,35.1,15.2,7.0,1.9,0.8,1.0,0.436,0.36,0.771,0.52,0.5552308591466978,0.175,5.0,117.2,112.2,0.09,6-11,220.0,22.0,12350392.0,12.35
1641824,Matas Buzelis,CHI,54,28.3,15.2,5.3,2.0,0.6,1.5,0.474,0.37,0.778,0.5614035087719298,0.5995582202587567,0.212,-3.4,112.3,115.7,0.093,6-8,196.0,21.0,5455560.0,5.46
1630560,Cam Thomas,MIL,25,23.8,15.2,1.8,3.0,0.2,0.1,0.396,0.322,0.845,0.46,0.5264616237184816,0.293,-11.3,110.9,122.2,0.087,6-3,210.0,24.0,5993172.0,5.99
1642273,Kyshawn George,WAS,42,30.3,15.1,5.5,4.9,1.1,0.9,0.444,0.379,0.782,0.532520325203252,0.5615888128533174,0.218,-10.3,108.5,118.8,0.09,6-8,200.0,22.0,2966760.0,2.97
1630245,Ayo Dosunmu,MIN,47,26.4,15.1,2.9,3.6,0.8,0.3,0.516,0.451,0.858,0.6055045871559632,0.6338146406984553,0.202,-4.4,110.6,115.0,0.111,6-4,201.0,26.0,7518519.0,7.52
1631170,Jaime Jaquez Jr.,MIA,50,28.8,15.1,5.4,4.7,0.8,0.3,0.507,0.278,0.748,0.5291666666666667,0.5630966587112172,0.214,3.2,111.9,108.7,0.113,6-6,225.0,24.0,3861600.0,3.86
1630230,Naji Marshall,DAL,52,29.6,15.0,5.0,3.0,1.0,0.1,0.531,0.314,0.779,0.5721153846153846,0.6190161769560911,0.185,-2.5,109.9,112.4,0.111,6-6,220.0,28.0,9000000.0,9.0
1631212,Peyton Watson,DEN,49,30.7,14.9,4.9,2.0,1.0,1.2,0.496,0.417,0.727,0.5642201834862386,0.5967638577379045,0.2,5.8,123.9,118.1,0.087,6-8,200.0,23.0,4356476.0,4.36
1630183,Jaden McDaniels,MIN,53,32.1,14.9,4.2,2.8,0.9,1.0,0.518,0.45,0.845,0.5825688073394495,0.623118099698896,0.177,5.9,117.6,111.6,0.087,6-9,185.0,25.0,24858622.0,24.86
1642845,VJ Edgecombe,PHI,49,35.4,14.9,5.4,4.2,1.5,0.5,0.424,0.358,0.783,0.5,0.5316871253211533,0.187,1.8,115.3,113.5,0.084,6-4,180.0,20.0,11108880.0,11.11
201950,Jrue Holiday,POR,25,28.0,14.8,4.5,6.5,1.3,0.1,0.447,0.362,0.796,0.532258064516129,0.5572289156626505,0.22,4.3,115.7,111.5,0.123,6-4,220.0,35.0,32400000.0,32.4
1631099,Keegan Murray,SAC,19,35.9,14.6,6.1,1.5,1.2,1.6,0.429,0.272,0.789,0.474264705882353,0.5041436464088398,0.183,-9.8,108.0,117.8,0.081,6-8,225.0,25.0,11144093.0,11.14
1628386,Jarrett Allen,CLE,42,27.3,14.5,8.3,2.0,1.0,0.8,0.615,0.111,0.746,0.6129032258064516,0.6555153707052441,0.186,5.5,118.6,113.0,0.135,6-9,243.0,27.0,20000000.0,20.0
1629014,Anfernee Simons,CHI,52,25.0,14.5,2.4,2.5,0.5,0.2,0.444,0.391,0.893,0.5635593220338982,0.5839239690721649,0.227,4.3,118.6,114.3,0.099,6-3,200.0,26.0,27678571.0,27.68
1629673,Jordan Poole,NOP,28,25.4,14.5,1.8,3.1,0.7,0.3,0.37,0.336,0.876,0.4752066115702479,0.531524926686217,0.24,-8.3,109.7,117.9,0.073,6-4,194.0,26.0,31848215.0,31.85
1630170,Devin Vassell,SAS,39,31.0,14.4,3.9,2.4,0.8,0.4,0.421,0.356,0.844,0.5245901639344263,0.5504587155963303,0.186,8.5,118.9,110.4,0.082,6-5,200.0,25.0,27000000.0,27.0
